ticket_id,order_id,customer_id,ticket_date,issue_type,channel,ticket_status,resolution_time_hrs,agent_id,csat_score,is_repeat_complaint
TKT003480,ORD008790,CUST01684,2022-10-16,Refund Not Received,Email,Resolved,21.0,AGT19,1.0,False
TKT003481,ORD008510,CUST00367,2023-03-02,Delivery Delay,Chat,Resolved,43.0,AGT17,4.0,False
TKT003482,,CUST00324,2022-03-04,Damaged Product,Social Media,Resolved,64.0,AGT03,4.0,False
TKT003483,,CUST00098,2023-08-20,Refund Not Received,Chat,Resolved,37.0,AGT19,5.0,False
TKT003484,,CUST01377,2023-06-02,Delivery Delay,Chat,Resolved,72.0,AGT03,5.0,True
TKT003485,ORD004700,CUST01454,2023-05-10,Login Issue,Chat,Closed,28.0,AGT01,4.0,False
TKT003486,ORD013973,CUST00801,2022-06-22,Refund Not Received,Email,Escalated,,AGT15,,False
TKT003487,ORD002910,CUST01995,2022-03-19,Refund Not Received,Chat,Open,,AGT11,,True
TKT003488,ORD013667,CUST00582,2022-02-21,Refund Not Received,Email,Open,,AGT11,,True
TKT003489,ORD002851,CUST01909,2023-04-06,Delivery Delay,Email,Resolved,7.0,AGT01,2.0,False
TKT003490,ORD004868,CUST00831,2022-07-20,Payment Failed,Chat,Resolved,27.0,AGT05,2.0,False
TKT003491,ORD002448,CUST01956,2023-06-06,Other,Phone,Resolved,52.0,AGT08,5.0,False
TKT003492,,CUST00945,2022-12-25,Refund Not Received,Chat,Resolved,66.0,AGT13,4.0,True
TKT003493,ORD005632,CUST01058,2024-03-26,Refund Not Received,Email,Resolved,12.0,AGT08,3.0,False
TKT003494,ORD005231,CUST01239,2023-12-31,Delivery Delay,Phone,Resolved,16.0,AGT15,4.0,False
TKT003495,ORD012867,CUST01675,2023-04-09,Refund Not Received,Chat,Closed,51.0,AGT08,5.0,False
TKT003496,ORD004611,CUST00202,2024-03-15,Payment Failed,Social Media,Closed,56.0,AGT10,2.0,False
TKT003497,ORD002886,CUST01693,2023-02-28,,Email,Resolved,22.0,AGT16,3.0,False
TKT003498,ORD012281,CUST00961,2022-06-15,Damaged Product,Chat,Closed,9.0,AGT17,3.0,False
TKT003499,ORD008962,CUST00377,2022-07-15,Delivery Delay,Chat,Open,,AGT14,,False
TKT003500,ORD009529,CUST00270,2023-03-23,Damaged Product,Chat,Open,,AGT11,,False
TKT003501,,CUST01245,2022-01-30,Delivery Delay,Email,Resolved,66.0,AGT08,1.0,False
TKT003502,,CUST00259,2022-03-23,Refund Not Received,Phone,Resolved,48.0,AGT17,5.0,False
TKT003503,,CUST00634,2022-05-23,Login Issue,Chat,Resolved,30.0,AGT01,4.0,False
TKT003504,ORD001151,CUST00472,2023-07-09,Payment Failed,Chat,Closed,1.0,AGT03,1.0,False
TKT003505,ORD011582,CUST00423,2023-03-27,Wrong Item Received,Email,Resolved,49.0,AGT17,2.0,False
TKT003506,ORD005956,CUST01507,2023-05-08,,Chat,Closed,47.0,AGT14,2.0,False
TKT003507,ORD000216,CUST00547,2024-05-10,Damaged Product,Phone,Open,,AGT18,,False
TKT003508,ORD013733,CUST01676,2022-08-11,Login Issue,Social Media,Resolved,17.0,AGT20,1.0,True
TKT003509,ORD006099,CUST01547,2023-09-23,Cancellation Request,Chat,Resolved,57.0,AGT12,2.0,False
TKT003510,ORD008273,CUST00152,2023-01-29,Wrong Item Received,Chat,Resolved,60.0,AGT20,3.0,True
TKT003511,ORD001782,CUST00240,2024-06-04,Delivery Delay,Email,Resolved,59.0,AGT07,1.0,False
TKT003512,,CUST00003,2024-03-17,Cancellation Request,Chat,Resolved,20.0,AGT03,2.0,False
TKT003513,ORD004096,CUST00175,2023-07-31,Wrong Item Received,Phone,Resolved,63.0,AGT08,5.0,False
TKT003514,ORD003214,CUST01334,2023-02-22,Payment Failed,Chat,Resolved,72.0,AGT07,2.0,False
TKT003515,ORD003235,CUST00480,2023-12-07,Login Issue,Email,Resolved,31.0,AGT19,4.0,False
TKT003516,,CUST00123,2022-12-28,Refund Not Received,Chat,Resolved,17.0,AGT07,2.0,False
TKT003517,ORD001184,CUST01437,2023-04-30,Wrong Item Received,Email,Escalated,,AGT16,,False
TKT003518,ORD013608,CUST00342,2024-03-03,Delivery Delay,Chat,Resolved,28.0,AGT06,4.0,False
TKT003519,ORD000566,CUST01469,2023-12-15,Payment Failed,Email,Resolved,29.0,AGT16,2.0,False
TKT003520,ORD000784,CUST01134,2022-04-17,,Email,Open,,AGT08,,False
TKT003521,,CUST00100,2022-01-25,Delivery Delay,Chat,Escalated,,AGT19,,False
TKT003522,ORD003691,CUST00439,2023-07-05,Refund Not Received,Chat,Open,,AGT11,,False
TKT003523,ORD012592,CUST01696,2022-11-07,Promo Code Not Working,Email,Resolved,45.0,AGT18,3.0,False
TKT003524,,CUST00428,2022-03-28,Delivery Delay,Email,Closed,37.0,AGT17,4.0,False
TKT003525,,CUST00569,2022-10-05,Refund Not Received,Email,Resolved,23.0,AGT16,1.0,False
TKT003526,ORD001051,CUST00966,2022-12-26,Login Issue,Chat,Escalated,,AGT13,,False
TKT003527,,CUST01659,2024-04-10,Delivery Delay,Chat,Closed,3.0,AGT04,4.0,False
TKT003528,ORD007971,CUST00144,2022-10-16,Wrong Item Received,Chat,Resolved,64.0,AGT17,2.0,False
TKT003529,ORD005615,CUST01456,2022-08-03,Payment Failed,Email,Resolved,56.0,AGT20,5.0,False
TKT003530,ORD002297,CUST00338,2023-06-25,Payment Failed,Chat,Resolved,37.0,AGT05,2.0,False
TKT003531,ORD011845,CUST00359,2022-10-21,Damaged Product,Social Media,Closed,9.0,AGT12,2.0,False
TKT003532,ORD001708,CUST01636,2024-04-08,Delivery Delay,Email,Resolved,2.0,AGT20,3.0,False
TKT003533,ORD007055,CUST00029,2022-02-08,Wrong Item Received,Chat,Escalated,,AGT01,,False
TKT003534,ORD003868,CUST00302,2023-12-07,Damaged Product,Chat,Resolved,17.0,AGT15,4.0,False
TKT003535,,CUST00027,2023-12-07,Delivery Delay,Chat,Closed,42.0,AGT09,4.0,False
TKT003536,ORD007978,CUST01984,2022-11-13,,Chat,Escalated,,AGT02,,False
TKT003537,ORD010940,CUST00642,2023-12-14,Damaged Product,Email,Open,,AGT11,,False
TKT003538,ORD000674,CUST00147,2022-04-20,Refund Not Received,Phone,Resolved,42.0,AGT07,5.0,False
TKT003539,ORD010252,CUST00611,2023-10-15,Login Issue,Phone,Resolved,59.0,AGT02,3.0,False
TKT003540,ORD001275,CUST01533,2022-05-22,Cancellation Request,Chat,Closed,33.0,AGT13,5.0,False
TKT003541,ORD012722,CUST00236,2022-02-04,Payment Failed,Phone,Resolved,5.0,AGT07,4.0,False
TKT003542,,CUST00552,2022-02-25,Other,Chat,Open,,AGT15,,False
TKT003543,ORD002325,CUST01167,2022-01-29,Wrong Item Received,Email,Closed,20.0,AGT02,2.0,False
TKT003544,ORD003455,CUST01367,2023-05-13,Payment Failed,Social Media,Open,,AGT09,,False
TKT003545,ORD005945,CUST01940,2022-09-23,Delivery Delay,Chat,Open,,AGT06,,False
TKT003546,ORD010498,CUST01345,2023-08-11,Delivery Delay,Social Media,Resolved,31.0,AGT04,3.0,False
TKT003547,,CUST00089,2023-10-08,Login Issue,Chat,Open,,AGT06,,False
TKT003548,ORD012281,CUST01262,2024-03-27,Delivery Delay,Chat,Resolved,12.0,AGT19,2.0,True
TKT003549,ORD006883,CUST01861,2023-02-13,Delivery Delay,Chat,Closed,5.0,AGT01,2.0,False
TKT003550,ORD012502,CUST01586,2024-04-06,Promo Code Not Working,Email,Open,,AGT01,,False
TKT003551,ORD010162,CUST01564,2022-01-01,Delivery Delay,Chat,Resolved,8.0,AGT10,3.0,False
TKT003552,ORD012124,CUST00781,2022-11-02,Payment Failed,Chat,Resolved,60.0,AGT07,1.0,False
TKT003553,ORD003293,CUST00440,2022-10-01,Payment Failed,Email,Open,,AGT13,,False
TKT003554,ORD008285,CUST00517,2024-01-27,Delivery Delay,Email,Resolved,39.0,AGT01,4.0,False
TKT003555,ORD010364,CUST01282,2023-01-09,Refund Not Received,Chat,Resolved,22.0,AGT11,2.0,False
TKT003556,ORD011090,CUST01098,2022-12-30,Payment Failed,Email,Open,,AGT06,,False
TKT003557,ORD001234,CUST00491,2023-04-20,Payment Failed,Phone,Closed,17.0,AGT05,4.0,False
TKT003558,,CUST01931,2023-04-15,Payment Failed,Chat,Escalated,,AGT03,,False
TKT003559,,CUST00305,2023-12-04,Promo Code Not Working,Email,Resolved,33.0,AGT16,1.0,False
TKT003560,ORD007009,CUST00497,2022-02-12,Wrong Item Received,Email,Resolved,7.0,AGT05,5.0,False
TKT003561,ORD004032,CUST00277,2022-12-25,Refund Not Received,Chat,Open,,AGT04,,True
TKT003562,ORD008255,CUST01227,2022-09-29,Cancellation Request,Email,Resolved,39.0,AGT14,1.0,False
TKT003563,ORD003329,CUST01690,2023-08-16,Damaged Product,Email,Open,,AGT20,,False
TKT003564,ORD000008,CUST00390,2022-03-22,Delivery Delay,Phone,Escalated,,AGT07,,False
TKT003565,ORD008353,CUST01521,2022-11-24,Cancellation Request,Email,Open,,AGT15,,False
TKT003566,,CUST01812,2023-12-24,Delivery Delay,Email,Resolved,18.0,AGT12,3.0,False
TKT003567,ORD011538,CUST01242,2023-07-01,Login Issue,Chat,Resolved,56.0,AGT04,1.0,False
TKT003568,ORD001205,CUST00440,2022-04-16,Damaged Product,Chat,Resolved,31.0,AGT08,2.0,False
TKT003569,ORD014782,CUST00487,2024-04-29,Delivery Delay,Chat,Resolved,64.0,AGT04,4.0,True
TKT003570,ORD006764,CUST01757,2023-10-07,Payment Failed,Email,Escalated,,AGT01,,False
TKT003571,,CUST00196,2023-01-19,Cancellation Request,Email,Resolved,12.0,AGT10,2.0,False
TKT003572,ORD004452,CUST00272,2023-09-27,Refund Not Received,Chat,Resolved,7.0,AGT20,5.0,False
TKT003573,ORD009397,CUST01228,2023-04-14,Promo Code Not Working,Chat,Escalated,,AGT18,,False
TKT003574,,CUST00155,2023-09-28,Promo Code Not Working,Phone,Resolved,63.0,AGT03,4.0,False
TKT003575,ORD006112,CUST00450,2023-05-25,Payment Failed,Chat,Resolved,53.0,AGT03,1.0,False
TKT003576,ORD008625,CUST01696,2023-03-02,Promo Code Not Working,Social Media,Escalated,,AGT03,,True
TKT003577,ORD002380,CUST00079,2024-06-22,Wrong Item Received,Phone,Closed,55.0,AGT09,2.0,True
TKT003578,,CUST00452,2022-03-14,Delivery Delay,Email,Resolved,68.0,AGT01,4.0,False
TKT003579,ORD011086,CUST01906,2023-02-27,Refund Not Received,Social Media,Closed,22.0,AGT12,1.0,False
TKT003580,ORD008224,CUST01497,2022-02-06,Damaged Product,Email,Resolved,37.0,AGT17,4.0,True
TKT003581,ORD009756,CUST00644,2022-04-27,Delivery Delay,Email,Open,,AGT18,,False
TKT003582,ORD004636,CUST00634,2023-03-14,Delivery Delay,Phone,Resolved,68.0,AGT10,4.0,False
TKT003583,,CUST01409,2024-05-07,Delivery Delay,Email,Resolved,16.0,AGT03,4.0,True
TKT003584,ORD004306,CUST01953,2024-04-08,Wrong Item Received,Email,Closed,62.0,AGT20,4.0,False
TKT003585,ORD002367,CUST00491,2024-05-29,Payment Failed,Chat,Resolved,4.0,AGT04,4.0,True
TKT003586,ORD001317,CUST01567,2022-07-27,Cancellation Request,Chat,Closed,46.0,AGT01,1.0,False
TKT003587,ORD005576,CUST01006,2022-09-29,Delivery Delay,Email,Escalated,,AGT18,,False
TKT003588,ORD008209,CUST01225,2022-05-19,Delivery Delay,Email,Escalated,,AGT16,,True
TKT003589,ORD011169,CUST01193,2023-03-19,Damaged Product,Social Media,Resolved,72.0,AGT14,1.0,False
TKT003590,ORD014837,CUST01690,2024-06-01,Damaged Product,Chat,Open,,AGT03,,False
TKT003591,ORD012276,CUST00495,2022-06-22,Cancellation Request,Email,Resolved,8.0,AGT13,5.0,False
TKT003592,ORD002992,CUST00541,2024-04-24,Damaged Product,Email,Resolved,58.0,AGT02,3.0,False
TKT003593,ORD001632,CUST01086,2023-03-28,Payment Failed,Email,Open,,AGT16,,False
TKT003594,ORD001437,CUST01039,2022-05-26,Login Issue,Chat,Closed,60.0,AGT20,1.0,False
TKT003595,,CUST00763,2024-03-23,,Phone,Resolved,69.0,AGT03,5.0,False
TKT003596,,CUST00392,2022-06-14,Other,Email,Closed,61.0,AGT12,4.0,False
TKT003597,ORD013054,CUST01200,2022-12-19,Payment Failed,Chat,Resolved,68.0,AGT10,1.0,False
TKT003598,ORD011061,CUST01091,2022-04-14,Delivery Delay,Phone,Escalated,,AGT08,,False
TKT003599,ORD011367,CUST01976,2023-10-20,Damaged Product,Phone,Resolved,60.0,AGT19,5.0,False
TKT003600,,CUST01626,2023-11-22,Delivery Delay,Phone,Resolved,72.0,AGT18,3.0,True
TKT003601,ORD011800,CUST00391,2022-10-09,Refund Not Received,Email,Closed,28.0,AGT07,3.0,False
TKT003602,ORD009823,CUST01733,2023-01-28,Wrong Item Received,Email,Open,,AGT18,,False
TKT003603,ORD008183,CUST01217,2023-04-20,Wrong Item Received,Email,Resolved,50.0,AGT14,4.0,True
TKT003604,ORD010991,CUST00223,2024-05-08,Cancellation Request,Email,Resolved,39.0,AGT01,5.0,False
TKT003605,,CUST01024,2024-03-23,Cancellation Request,Phone,Open,,AGT12,,False
TKT003606,ORD002559,CUST00536,2024-01-28,Wrong Item Received,Chat,Closed,9.0,AGT12,4.0,False
TKT003607,ORD006816,CUST00098,2023-09-02,Damaged Product,Chat,Resolved,21.0,AGT09,5.0,True
TKT003608,ORD001561,CUST01140,2022-04-23,Refund Not Received,Chat,Resolved,31.0,AGT13,1.0,False
TKT003609,ORD014524,CUST00481,2022-05-14,Wrong Item Received,Email,Resolved,48.0,AGT01,2.0,True
TKT003610,ORD013977,CUST01196,2022-07-03,Payment Failed,Email,Open,,AGT01,,False
TKT003611,,CUST00996,2023-08-25,Wrong Item Received,Phone,Resolved,26.0,AGT04,3.0,False
TKT003612,ORD006744,CUST00749,2023-01-15,Wrong Item Received,Phone,Resolved,19.0,AGT03,2.0,False
TKT003613,ORD003783,CUST00592,2022-02-13,Payment Failed,Chat,Resolved,66.0,AGT10,4.0,False
TKT003614,,CUST01966,2023-04-16,Delivery Delay,Chat,Resolved,5.0,AGT02,1.0,False
TKT003615,,CUST01584,2023-10-31,Damaged Product,Phone,Resolved,28.0,AGT03,3.0,False
TKT003616,ORD012719,CUST00084,2024-01-18,Payment Failed,Phone,Resolved,63.0,AGT04,1.0,True
TKT003617,ORD006603,CUST00381,2022-11-29,Wrong Item Received,Chat,Escalated,,AGT11,,False
TKT003618,,CUST01409,2022-08-19,Cancellation Request,Chat,Closed,52.0,AGT06,2.0,False
TKT003619,ORD006153,CUST00104,2024-05-14,Refund Not Received,Email,Escalated,,AGT12,,False
TKT003620,ORD012287,CUST00542,2023-05-08,Wrong Item Received,Chat,Resolved,40.0,AGT12,2.0,False
TKT003621,ORD011019,CUST00374,2023-04-24,Payment Failed,Email,Resolved,30.0,AGT17,4.0,False
TKT003622,ORD004030,CUST00696,2022-02-03,Wrong Item Received,Email,Open,,AGT06,,False
TKT003623,,CUST00998,2023-05-05,Other,Phone,Escalated,,AGT12,,False
TKT003624,ORD004279,CUST00242,2022-04-08,Delivery Delay,Email,Resolved,23.0,AGT17,4.0,False
TKT003625,ORD012395,CUST00465,2022-08-12,Refund Not Received,Social Media,Resolved,44.0,AGT17,5.0,False
TKT003626,ORD008784,CUST01544,2023-05-03,Wrong Item Received,Email,Resolved,64.0,AGT06,3.0,False
TKT003627,ORD012189,CUST00083,2024-03-05,,Chat,Open,,AGT16,,False
TKT003628,ORD005877,CUST01586,2024-05-03,Refund Not Received,Email,Closed,16.0,AGT10,2.0,False
TKT003629,ORD005852,CUST01527,2023-11-25,Refund Not Received,Social Media,Resolved,57.0,AGT10,4.0,False
TKT003630,,CUST00024,2024-05-28,Delivery Delay,Chat,Closed,36.0,AGT08,5.0,False
TKT003631,ORD006665,CUST00638,2023-02-26,Delivery Delay,Social Media,Escalated,,AGT12,,False
TKT003632,ORD011940,CUST01279,2023-01-17,Payment Failed,Email,Resolved,22.0,AGT20,1.0,False
TKT003633,ORD002136,CUST00604,2022-10-21,Refund Not Received,Chat,Resolved,9.0,AGT15,1.0,False
TKT003634,ORD000295,CUST00043,2023-06-14,Wrong Item Received,Phone,Closed,14.0,AGT14,5.0,False
TKT003635,,CUST00888,2023-12-07,Cancellation Request,Email,Resolved,43.0,AGT10,4.0,False
TKT003636,ORD000406,CUST01673,2024-06-09,Cancellation Request,Email,Open,,AGT01,,False
TKT003637,ORD007618,CUST00277,2024-01-21,Wrong Item Received,Email,Resolved,52.0,AGT17,4.0,False
TKT003638,ORD009746,CUST00504,2024-01-17,Cancellation Request,Phone,Resolved,28.0,AGT12,2.0,False
TKT003639,ORD009031,CUST01069,2023-10-03,,Phone,Resolved,58.0,AGT14,4.0,False
TKT003640,ORD006153,CUST00548,2022-03-08,Delivery Delay,Email,Resolved,15.0,AGT16,3.0,False
TKT003641,ORD006127,CUST00650,2022-04-27,Promo Code Not Working,Chat,Resolved,5.0,AGT10,2.0,False
TKT003642,,CUST00738,2022-09-27,Delivery Delay,Phone,Escalated,,AGT06,,False
TKT003643,ORD012456,CUST00552,2024-01-08,Wrong Item Received,Email,Resolved,46.0,AGT03,5.0,False
TKT003644,ORD008057,CUST00403,2023-09-11,Damaged Product,Chat,Open,,AGT05,,False
TKT003645,ORD002864,CUST01067,2023-08-01,Refund Not Received,Phone,Resolved,2.0,AGT12,1.0,True
TKT003646,ORD007567,CUST01780,2022-10-25,Delivery Delay,Email,Escalated,,AGT17,,False
TKT003647,ORD009054,CUST01610,2023-02-16,Wrong Item Received,Email,Open,,AGT19,,False
TKT003648,ORD004596,CUST00445,2022-03-06,Wrong Item Received,Chat,Escalated,,AGT02,,False
TKT003649,ORD014237,CUST01864,2023-09-21,Damaged Product,Email,Resolved,21.0,AGT05,4.0,True
TKT003650,ORD012756,CUST01391,2024-03-18,,Social Media,Closed,39.0,AGT05,4.0,False
TKT003651,ORD007126,CUST00195,2024-01-24,Delivery Delay,Social Media,Resolved,28.0,AGT09,4.0,False
TKT003652,ORD008010,CUST00964,2024-05-14,Delivery Delay,Email,Resolved,13.0,AGT16,5.0,True
TKT003653,ORD005621,CUST00230,2023-06-07,Damaged Product,Email,Open,,AGT06,,False
TKT003654,ORD011620,CUST00661,2022-04-08,Damaged Product,Chat,Closed,68.0,AGT05,4.0,True
TKT003655,ORD003770,CUST00056,2024-01-11,,Phone,Resolved,45.0,AGT12,3.0,False
TKT003656,ORD014153,CUST00791,2023-02-19,Delivery Delay,Chat,Open,,AGT08,,False
TKT003657,ORD005739,CUST00427,2023-12-19,Payment Failed,Chat,Resolved,61.0,AGT03,5.0,False
TKT003658,,CUST00651,2023-03-02,Payment Failed,Social Media,Resolved,27.0,AGT20,1.0,True
TKT003659,ORD008845,CUST00983,2022-08-10,Refund Not Received,Social Media,Resolved,34.0,AGT15,1.0,True
TKT003660,ORD008188,CUST00781,2024-04-07,Delivery Delay,Chat,Closed,10.0,AGT09,3.0,False
TKT003661,ORD002861,CUST01638,2024-03-29,Refund Not Received,Phone,Resolved,49.0,AGT06,1.0,True
TKT003662,ORD008260,CUST01321,2023-10-16,Delivery Delay,Social Media,Closed,20.0,AGT11,4.0,False
TKT003663,,CUST01921,2024-03-14,Cancellation Request,Social Media,Closed,43.0,AGT11,2.0,False
TKT003664,ORD010938,CUST00952,2023-03-23,Promo Code Not Working,Chat,Closed,3.0,AGT04,4.0,False
TKT003665,ORD009144,CUST00499,2022-04-23,Promo Code Not Working,Email,Escalated,,AGT09,,True
TKT003666,ORD004485,CUST00449,2023-09-30,Other,Email,Resolved,18.0,AGT19,2.0,True
TKT003667,,CUST00954,2022-07-12,Payment Failed,Email,Resolved,56.0,AGT03,2.0,False
TKT003668,,CUST00298,2022-07-09,Delivery Delay,Chat,Resolved,28.0,AGT19,5.0,False
TKT003669,,CUST00629,2023-06-03,Damaged Product,Chat,Resolved,60.0,AGT17,3.0,False
TKT003670,ORD007633,CUST00489,2023-05-19,Wrong Item Received,Chat,Open,,AGT06,,False
TKT003671,ORD003069,CUST01515,2022-01-24,Damaged Product,Email,Closed,35.0,AGT03,3.0,False
TKT003672,,CUST01195,2022-10-23,Wrong Item Received,Chat,Closed,62.0,AGT17,4.0,False
TKT003673,ORD002012,CUST00984,2022-03-06,Other,Chat,Open,,AGT08,,False
TKT003674,ORD009898,CUST00089,2024-04-04,Payment Failed,Chat,Closed,17.0,AGT08,5.0,False
TKT003675,ORD008907,CUST01965,2023-06-25,Delivery Delay,Chat,Open,,AGT07,,False
TKT003676,ORD004831,CUST00919,2022-01-09,Payment Failed,Social Media,Resolved,15.0,AGT12,3.0,False
TKT003677,,CUST00273,2022-08-01,Wrong Item Received,Email,Open,,AGT04,,False
TKT003678,ORD003606,CUST00986,2023-02-28,,Chat,Resolved,62.0,AGT17,2.0,False
TKT003679,,CUST01943,2023-02-03,Promo Code Not Working,Email,Resolved,29.0,AGT10,2.0,True
TKT003680,,CUST01325,2023-11-24,Refund Not Received,Chat,Resolved,13.0,AGT07,3.0,False
TKT003681,ORD001839,CUST01309,2023-01-21,Payment Failed,Email,Resolved,11.0,AGT20,1.0,False
TKT003682,,CUST00849,2024-04-26,Payment Failed,Phone,Escalated,,AGT05,,False
TKT003683,ORD008251,CUST00274,2022-08-09,Promo Code Not Working,Email,Resolved,9.0,AGT04,5.0,False
TKT003684,,CUST00410,2022-12-29,Payment Failed,Social Media,Resolved,40.0,AGT18,4.0,False
TKT003685,,CUST01559,2022-03-20,Payment Failed,Phone,Closed,49.0,AGT03,1.0,False
TKT003686,ORD012549,CUST00757,2023-04-16,Delivery Delay,Chat,Resolved,24.0,AGT04,1.0,False
TKT003687,ORD008963,CUST01763,2023-05-22,Damaged Product,Social Media,Closed,12.0,AGT05,1.0,False
TKT003688,,CUST01989,2022-02-11,Refund Not Received,Social Media,Resolved,3.0,AGT14,2.0,False
TKT003689,ORD007530,CUST01573,2023-04-24,Damaged Product,Chat,Resolved,43.0,AGT18,3.0,False
TKT003690,,CUST00147,2022-12-17,Login Issue,Chat,Resolved,11.0,AGT12,3.0,False
TKT003691,ORD006953,CUST00540,2023-08-26,Damaged Product,Social Media,Closed,71.0,AGT09,3.0,False
TKT003692,ORD004650,CUST01487,2023-04-04,Refund Not Received,Social Media,Closed,33.0,AGT13,4.0,True
TKT003693,ORD010776,CUST00304,2024-05-06,Refund Not Received,Email,Open,,AGT06,,True
TKT003694,ORD009621,CUST01250,2023-12-19,Payment Failed,Phone,Closed,26.0,AGT07,3.0,False
TKT003695,,CUST00176,2022-10-29,Delivery Delay,Chat,Escalated,,AGT04,,True
TKT003696,ORD003908,CUST01579,2022-03-10,Payment Failed,Phone,Resolved,45.0,AGT04,1.0,False
TKT003697,ORD014839,CUST00689,2023-01-14,Delivery Delay,Email,Resolved,8.0,AGT14,2.0,False
TKT003698,ORD013787,CUST00108,2022-03-18,Damaged Product,Phone,Resolved,8.0,AGT07,3.0,True
TKT003699,ORD014823,CUST01158,2023-07-04,Cancellation Request,Email,Resolved,25.0,AGT04,3.0,False
TKT003700,,CUST00742,2022-03-27,Promo Code Not Working,Email,Resolved,49.0,AGT19,1.0,False
TKT003701,,CUST00415,2023-01-07,Cancellation Request,Chat,Resolved,43.0,AGT04,5.0,False
TKT003702,ORD003674,CUST00806,2024-03-24,,Chat,Escalated,,AGT02,,False
TKT003703,ORD010522,CUST01571,2023-08-21,Wrong Item Received,Email,Closed,8.0,AGT17,2.0,True
TKT003704,ORD003256,CUST01066,2022-09-24,Refund Not Received,Phone,Resolved,9.0,AGT11,5.0,False
TKT003705,ORD014046,CUST01375,2022-04-01,Delivery Delay,Chat,Open,,AGT10,,False
TKT003706,ORD012776,CUST01851,2022-04-15,Refund Not Received,Chat,Resolved,12.0,AGT13,1.0,False
TKT003707,,CUST00010,2023-12-18,Delivery Delay,Chat,Closed,65.0,AGT04,2.0,False
TKT003708,ORD004376,CUST00200,2024-03-27,,Email,Resolved,59.0,AGT07,4.0,False
TKT003709,ORD014214,CUST01981,2023-05-21,Cancellation Request,Phone,Closed,32.0,AGT19,4.0,False
TKT003710,,CUST01492,2022-08-05,,Email,Resolved,40.0,AGT07,1.0,True
TKT003711,,CUST00886,2022-11-26,Payment Failed,Social Media,Closed,2.0,AGT05,3.0,False
TKT003712,ORD008637,CUST00672,2022-06-07,Damaged Product,Social Media,Closed,2.0,AGT18,3.0,False
TKT003713,ORD006939,CUST01729,2022-03-16,Delivery Delay,Social Media,Resolved,13.0,AGT18,2.0,True
TKT003714,,CUST01115,2023-08-31,Refund Not Received,Chat,Resolved,43.0,AGT09,1.0,False
TKT003715,ORD001089,CUST01236,2024-04-25,Payment Failed,Chat,Closed,36.0,AGT18,5.0,False
TKT003716,ORD007813,CUST00900,2022-01-10,Payment Failed,Phone,Resolved,50.0,AGT14,1.0,True
TKT003717,ORD012132,CUST01528,2023-04-05,Login Issue,Social Media,Closed,25.0,AGT20,3.0,False
TKT003718,ORD002971,CUST00340,2022-07-16,Payment Failed,Phone,Resolved,32.0,AGT01,1.0,False
TKT003719,ORD001035,CUST01262,2023-11-16,Refund Not Received,Chat,Closed,62.0,AGT06,4.0,False
TKT003720,ORD001535,CUST00717,2023-12-22,Login Issue,Social Media,Closed,47.0,AGT20,1.0,False
TKT003721,ORD006664,CUST00736,2023-07-25,,Phone,Resolved,47.0,AGT14,1.0,False
TKT003722,ORD001654,CUST01380,2022-01-25,Refund Not Received,Chat,Resolved,61.0,AGT14,4.0,False
TKT003723,ORD007712,CUST00412,2024-05-14,Cancellation Request,Chat,Resolved,35.0,AGT01,2.0,False
TKT003724,ORD000151,CUST00540,2023-06-26,Refund Not Received,Chat,Resolved,69.0,AGT17,3.0,False
TKT003725,ORD014341,CUST00338,2024-03-06,Delivery Delay,Chat,Resolved,6.0,AGT06,2.0,False
TKT003726,ORD012218,CUST00316,2023-02-10,Damaged Product,Phone,Resolved,60.0,AGT14,2.0,True
TKT003727,ORD000426,CUST00071,2023-10-30,Delivery Delay,Social Media,Resolved,20.0,AGT07,5.0,False
TKT003728,ORD002943,CUST01467,2022-01-02,Damaged Product,Email,Resolved,42.0,AGT12,4.0,False
TKT003729,ORD000293,CUST01170,2022-12-31,Delivery Delay,Phone,Open,,AGT05,,False
TKT003730,,CUST00314,2023-05-02,Cancellation Request,Chat,Closed,67.0,AGT11,4.0,False
TKT003731,ORD006944,CUST01050,2022-05-14,Payment Failed,Phone,Open,,AGT10,,False
TKT003732,ORD011616,CUST00174,2022-07-11,Delivery Delay,Social Media,Resolved,69.0,AGT13,4.0,False
TKT003733,ORD014434,CUST00438,2023-04-20,Delivery Delay,Chat,Resolved,52.0,AGT15,2.0,False
TKT003734,ORD013955,CUST00472,2022-03-03,Damaged Product,Phone,Closed,37.0,AGT10,3.0,False
TKT003735,ORD009087,CUST00299,2023-12-06,Cancellation Request,Email,Resolved,40.0,AGT12,2.0,False
TKT003736,ORD008156,CUST01573,2023-02-03,Other,Email,Resolved,47.0,AGT16,4.0,True
TKT003737,ORD000666,CUST00101,2023-07-04,Wrong Item Received,Chat,Escalated,,AGT10,,False
TKT003738,,CUST00781,2024-03-18,Delivery Delay,Chat,Resolved,53.0,AGT14,3.0,False
TKT003739,ORD006680,CUST01349,2023-01-21,Login Issue,Chat,Closed,20.0,AGT20,2.0,False
TKT003740,ORD014937,CUST01520,2022-10-09,Payment Failed,Chat,Resolved,18.0,AGT19,4.0,False
TKT003741,,CUST01751,2023-05-02,,Email,Open,,AGT12,,False
TKT003742,ORD007085,CUST01892,2022-03-02,Wrong Item Received,Social Media,Open,,AGT14,,False
